ID,Region,Households,Period,MixedIncomeNet_1,TotalCompensationOfEmployees_2,WagesAndSalaries_3,EmployersSocialContributions_4,TotalPropertyIncome_5,TotalPropertyIncome_6,PrimaryIncomeNet_7,PrimaryIncomeNet_8,ImputedSocialContributions_9,TotalSocialBenefits_10,SocialSecurityBenefits_11,SocialAssistanceBenefits_12,PensionBenefits_13,OtherPrivateSocialBenefits_14,UnfundedEmployeeSocialBenefits_15,TotalOtherCurrentTransfers_16,NonLifeInsuranceClaims_17,OtherCurrentTransfersNEC_18,TotalCurrentTaxesOnIncomeAndWealth_19,CurrentTaxesOnIncome_20,CurrentTaxesOnWealth_21,TotalSocialContributions_22,SocialSecurityContributions_23,ContributionsToPensionSchemes_24,OtherPrivateSocialContributions_25,ImputedSocialContributions_26,UnfundedEmplSocialBenefits_27,TotalOtherCurrentTransfers_28,NonLifeInsurancePremiums_29,OtherCurrentTransfersNEC_30,DisposableIncomeNet_31,MixedIncomeNet_32,TotalCompensationOfEmployees_33,WagesAndSalaries_34,EmployersSocialContributions_35,TotalPropertyIncome_36,TotalPropertyIncome_37,PrimaryIncomeNet_38,PrimaryIncomeNet_39,ImputedSocialContributions_40,TotalSocialBenefits_41,SocialSecurityBenefits_42,SocialAssistanceBenefits_43,PensionBenefits_44,OtherPrivateSocialBenefits_45,UnfundedEmployeeSocialBenefits_46,TotalOtherCurrentTransfers_47,NonLifeInsuranceClaims_48,OtherCurrentTransfersNEC_49,TotalCurrentTaxesOnIncomeAndWealth_50,CurrentTaxesOnIncome_51,CurrentTaxesOnWealth_52,TotalSocialContributions_53,SocialSecurityContributions_54,ContributionsToPensionSchemes_55,OtherPrivateSocialContributions_56,ImputedSocialContributions_57,UnfundedEmplSocialBenefits_58,TotalOtherCurrentTransfers_59,NonLifeInsurancePremiums_60,OtherCurrentTransfersNEC_61,DisposableIncomeNet_62,MixedIncomeNet_63,TotalCompensationOfEmployees_64,WagesAndSalaries_65,EmployersSocialContributions_66,TotalPropertyIncome_67,TotalPropertyIncome_68,PrimaryIncomeNet_69,PrimaryIncomeNet_70,ImputedSocialContributions_71,TotalSocialBenefits_72,SocialSecurityBenefits_73,SocialAssistanceBenefits_74,PensionBenefits_75,OtherPrivateSocialBenefits_76,UnfundedEmployeeSocialBenefits_77,TotalOtherCurrentTransfers_78,NonLifeInsuranceClaims_79,OtherCurrentTransfersNEC_80,TotalCurrentTaxesOnIncomeAndWealth_81,CurrentTaxesOnIncome_82,CurrentTaxesOnWealth_83,TotalSocialContributions_84,SocialSecurityContributions_85,ContributionsToPensionSchemes_86,OtherPrivateSocialContributions_87,ImputedSocialContributions_88,UnfundedEmplSocialBenefits_89,TotalOtherCurrentTransfers_90,NonLifeInsurancePremiums_91,OtherCurrentTransfersNEC_92,DisposableIncomeNet_93
2112,Rest of Noord-Holland,"Pension, single person",2000,101.0,17.0,13.0,4.0,495.0,41.0,571.0,571.0,0.0,1267.0,707.0,15.0,524.0,0.0,21.0,122.0,103.0,19.0,122.0,80.0,42.0,417.0,192.0,224.0,1.0,0.0,0.0,122.0,103.0,19.0,1299.0,1420.0,235.0,180.0,55.0,7001.0,586.0,8070.0,8070.0,1.0,17909.0,9998.0,219.0,7400.0,1.0,291.0,1719.0,1450.0,269.0,1726.0,1137.0,590.0,5899.0,2719.0,3165.0,11.0,4.0,1.0,1720.0,1450.0,270.0,18352.0,1420.0,235.0,180.0,55.0,7001.0,586.0,8070.0,8070.0,1.0,17909.0,9998.0,219.0,7400.0,1.0,291.0,1719.0,1450.0,269.0,1726.0,1137.0,590.0,5899.0,2719.0,3165.0,11.0,4.0,1.0,1720.0,1450.0,270.0,18352.0
2113,Rest of Noord-Holland,"Pension, single person",2001,125.0,22.0,20.0,2.0,397.0,43.0,500.0,500.0,0.0,1421.0,812.0,13.0,575.0,0.0,21.0,143.0,118.0,25.0,189.0,165.0,23.0,399.0,187.0,211.0,1.0,1.0,0.0,144.0,118.0,25.0,1334.0,1646.0,294.0,263.0,31.0,5239.0,571.0,6608.0,6608.0,3.0,18771.0,10721.0,174.0,7592.0,1.0,281.0,1895.0,1563.0,332.0,2492.0,2185.0,307.0,5266.0,2464.0,2781.0,11.0,10.0,3.0,1898.0,1563.0,335.0,17617.0,1646.0,294.0,263.0,31.0,5239.0,571.0,6608.0,6608.0,3.0,18771.0,10721.0,174.0,7592.0,1.0,281.0,1895.0,1563.0,332.0,2492.0,2185.0,307.0,5266.0,2464.0,2781.0,11.0,10.0,3.0,1898.0,1563.0,335.0,17617.0
2114,Rest of Noord-Holland,"Pension, multi persons",1995,166.0,129.0,112.0,17.0,829.0,70.0,1055.0,1055.0,0.0,1819.0,745.0,46.0,870.0,38.0,120.0,90.0,77.0,13.0,327.0,266.0,61.0,808.0,260.0,540.0,2.0,6.0,0.0,100.0,77.0,23.0,1729.0,1082.0,839.0,730.0,108.0,5388.0,453.0,6856.0,6856.0,0.0,11827.0,4840.0,300.0,5659.0,248.0,781.0,584.0,501.0,83.0,2125.0,1727.0,399.0,5254.0,1689.0,3508.0,16.0,40.0,0.0,651.0,501.0,149.0,11237.0,2298.0,1781.0,1551.0,230.0,11442.0,963.0,14558.0,14558.0,1.0,25114.0,10277.0,637.0,12015.0,526.0,1658.0,1241.0,1064.0,176.0,4513.0,3666.0,847.0,11156.0,3587.0,7450.0,34.0,85.0,1.0,1382.0,1064.0,317.0,23862.0
2115,Rest of Noord-Holland,"Pension, multi persons",1996,160.0,131.0,112.0,19.0,833.0,65.0,1059.0,1059.0,0.0,1738.0,730.0,35.0,887.0,31.0,55.0,88.0,76.0,12.0,335.0,266.0,69.0,795.0,252.0,535.0,1.0,7.0,0.0,104.0,76.0,28.0,1650.0,1064.0,875.0,748.0,127.0,5543.0,433.0,7048.0,7048.0,1.0,11566.0,4857.0,231.0,5906.0,208.0,364.0,583.0,504.0,79.0,2227.0,1767.0,460.0,5295.0,1677.0,3562.0,9.0,47.0,1.0,690.0,504.0,185.0,10986.0,2251.0,1851.0,1582.0,268.0,11730.0,916.0,14915.0,14915.0,3.0,24475.0,10279.0,490.0,12497.0,439.0,771.0,1234.0,1068.0,166.0,4714.0,3740.0,974.0,11204.0,3548.0,7538.0,20.0,98.0,3.0,1459.0,1068.0,392.0,23247.0
2116,Rest of Noord-Holland,"Pension, multi persons",1997,165.0,133.0,114.0,19.0,883.0,75.0,1105.0,1105.0,0.0,1776.0,764.0,27.0,911.0,18.0,56.0,96.0,83.0,13.0,314.0,244.0,70.0,819.0,273.0,537.0,2.0,7.0,0.0,113.0,83.0,29.0,1732.0,1102.0,890.0,765.0,126.0,5913.0,501.0,7404.0,7404.0,2.0,11902.0,5118.0,183.0,6103.0,120.0,377.0,645.0,557.0,88.0,2104.0,1637.0,467.0,5487.0,1831.0,3597.0,10.0,49.0,2.0,754.0,557.0,197.0,11606.0,2308.0,1864.0,1601.0,263.0,12382.0,1049.0,15505.0,15505.0,5.0,24922.0,10717.0,383.0,12781.0,251.0,790.0,1351.0,1166.0,184.0,4405.0,3428.0,977.0,11490.0,3834.0,7532.0,22.0,102.0,5.0,1579.0,1166.0,413.0,24303.0
2117,Rest of Noord-Holland,"Pension, multi persons",1998,193.0,131.0,106.0,26.0,951.0,80.0,1195.0,1195.0,1.0,1933.0,851.0,30.0,1002.0,1.0,49.0,110.0,93.0,18.0,328.0,259.0,69.0,868.0,268.0,591.0,1.0,7.0,1.0,123.0,93.0,31.0,1918.0,1244.0,847.0,681.0,165.0,6126.0,519.0,7698.0,7698.0,4.0,12453.0,5482.0,196.0,6457.0,4.0,313.0,712.0,598.0,114.0,2112.0,1668.0,445.0,5595.0,1730.0,3810.0,9.0,45.0,4.0,795.0,598.0,197.0,12360.0,2568.0,1748.0,1407.0,341.0,12647.0,1071.0,15892.0,15892.0,8.0,25707.0,11318.0,405.0,13330.0,8.0,647.0,1470.0,1234.0,235.0,4361.0,3443.0,918.0,11549.0,3571.0,7866.0,19.0,94.0,8.0,1642.0,1234.0,408.0,25517.0
2118,Rest of Noord-Holland,"Pension, multi persons",1999,179.0,142.0,115.0,27.0,818.0,98.0,1040.0,1040.0,0.0,2106.0,910.0,25.0,1114.0,1.0,56.0,124.0,101.0,23.0,294.0,227.0,67.0,924.0,308.0,607.0,1.0,8.0,0.0,133.0,101.0,32.0,1920.0,1165.0,924.0,748.0,176.0,5317.0,639.0,6767.0,6767.0,2.0,13700.0,5920.0,161.0,7249.0,4.0,365.0,806.0,656.0,150.0,1914.0,1477.0,437.0,6007.0,2001.0,3946.0,10.0,51.0,2.0,864.0,656.0,208.0,12488.0,2404.0,1906.0,1543.0,364.0,10971.0,1319.0,13963.0,13963.0,4.0,28267.0,12216.0,333.0,14957.0,9.0,753.0,1663.0,1354.0,309.0,3948.0,3048.0,901.0,12395.0,4130.0,8141.0,20.0,104.0,4.0,1783.0,1354.0,428.0,25767.0
2119,Rest of Noord-Holland,"Pension, multi persons",2000,199.0,167.0,134.0,33.0,944.0,133.0,1177.0,1177.0,0.0,2272.0,967.0,28.0,1221.0,1.0,55.0,139.0,111.0,28.0,314.0,239.0,75.0,895.0,345.0,540.0,2.0,9.0,0.0,146.0,111.0,35.0,2233.0,1259.0,1058.0,852.0,207.0,5979.0,840.0,7457.0,7457.0,1.0,14392.0,6127.0,175.0,7735.0,5.0,350.0,882.0,703.0,179.0,1991.0,1516.0,476.0,5670.0,2185.0,3421.0,10.0,54.0,1.0,925.0,703.0,222.0,14144.0,2596.0,2183.0,1757.0,426.0,12330.0,1732.0,15377.0,15377.0,3.0,29679.0,12635.0,361.0,15950.0,10.0,722.0,1819.0,1450.0,369.0,4107.0,3125.0,981.0,11693.0,4506.0,7054.0,21.0,111.0,3.0,1908.0,1450.0,459.0,29167.0
2120,Rest of Noord-Holland,"Pension, multi persons",2001,237.0,202.0,167.0,35.0,762.0,140.0,1061.0,1061.0,1.0,2456.0,1052.0,29.0,1314.0,1.0,61.0,145.0,123.0,23.0,388.0,329.0,59.0,843.0,338.0,492.0,2.0,11.0,1.0,166.0,123.0,43.0,2266.0,1456.0,1237.0,1025.0,212.0,4673.0,857.0,6509.0,6509.0,3.0,15066.0,6451.0,177.0,8060.0,6.0,372.0,892.0,753.0,140.0,2381.0,2019.0,362.0,5170.0,2073.0,3016.0,12.0,70.0,3.0,1015.0,753.0,263.0,13901.0,3024.0,2569.0,2128.0,441.0,9705.0,1781.0,13517.0,13517.0,7.0,31287.0,13396.0,368.0,16737.0,13.0,773.0,1852.0,1563.0,290.0,4945.0,4194.0,751.0,10736.0,4305.0,6262.0,24.0,145.0,7.0,2108.0,1563.0,545.0,28867.0
2121,Rest of Noord-Holland,"Social benefits, total",1995,100.0,131.0,112.0,18.0,85.0,53.0,262.0,262.0,0.0,1169.0,756.0,313.0,20.0,12.0,69.0,84.0,72.0,12.0,108.0,79.0,29.0,329.0,297.0,24.0,1.0,7.0,0.0,91.0,72.0,19.0,987.0,702.0,919.0,790.0,129.0,598.0,373.0,1847.0,1847.0,0.0,8226.0,5321.0,2201.0,139.0,82.0,484.0,591.0,508.0,84.0,761.0,554.0,207.0,2314.0,2090.0,172.0,4.0,48.0,0.0,643.0,508.0,135.0,6947.0,1472.0,1927.0,1656.0,271.0,1254.0,782.0,3871.0,3871.0,1.0,17246.0,11154.0,4615.0,291.0,172.0,1014.0,1240.0,1064.0,175.0,1595.0,1161.0,433.0,4851.0,4382.0,360.0,8.0,101.0,1.0,1347.0,1064.0,283.0,14563.0
2122,Rest of Noord-Holland,"Social benefits, total",1996,101.0,185.0,156.0,29.0,95.0,54.0,327.0,327.0,0.0,1203.0,789.0,308.0,32.0,12.0,62.0,81.0,70.0,11.0,107.0,75.0,32.0,361.0,310.0,41.0,1.0,8.0,0.0,92.0,70.0,22.0,1050.0,756.0,1381.0,1164.0,217.0,708.0,401.0,2444.0,2444.0,1.0,9001.0,5902.0,2305.0,241.0,87.0,467.0,603.0,522.0,81.0,801.0,559.0,242.0,2699.0,2323.0,307.0,6.0,63.0,1.0,690.0,522.0,168.0,7859.0,1545.0,2823.0,2380.0,443.0,1447.0,819.0,4996.0,4996.0,2.0,18397.0,12063.0,4711.0,492.0,178.0,954.0,1233.0,1068.0,165.0,1637.0,1142.0,495.0,5516.0,4748.0,627.0,12.0,129.0,2.0,1410.0,1068.0,343.0,16063.0
2123,Rest of Noord-Holland,"Social benefits, total",1997,105.0,175.0,150.0,25.0,120.0,53.0,347.0,347.0,0.0,1224.0,809.0,314.0,30.0,8.0,63.0,86.0,74.0,12.0,98.0,68.0,30.0,353.0,308.0,36.0,1.0,8.0,0.0,96.0,74.0,22.0,1110.0,807.0,1339.0,1146.0,193.0,916.0,407.0,2655.0,2655.0,1.0,9373.0,6199.0,2403.0,227.0,58.0,486.0,658.0,569.0,90.0,748.0,521.0,226.0,2704.0,2362.0,277.0,6.0,60.0,1.0,736.0,569.0,167.0,8498.0,1655.0,2746.0,2349.0,396.0,1878.0,835.0,5442.0,5442.0,3.0,19216.0,12708.0,4926.0,466.0,119.0,997.0,1350.0,1166.0,184.0,1533.0,1069.0,464.0,5544.0,4842.0,567.0,11.0,124.0,3.0,1509.0,1166.0,343.0,17422.0
2124,Rest of Noord-Holland,"Social benefits, total",1998,80.0,140.0,86.0,54.0,99.0,52.0,267.0,267.0,0.0,1066.0,601.0,368.0,34.0,1.0,62.0,93.0,78.0,15.0,107.0,71.0,37.0,307.0,265.0,36.0,0.0,5.0,0.0,100.0,78.0,22.0,912.0,617.0,1080.0,666.0,414.0,765.0,401.0,2061.0,2061.0,-3.0,8222.0,4637.0,2837.0,266.0,4.0,478.0,717.0,603.0,114.0,827.0,544.0,282.0,2367.0,2047.0,281.0,4.0,36.0,-3.0,773.0,603.0,170.0,7034.0,1263.0,2212.0,1364.0,848.0,1565.0,821.0,4219.0,4219.0,-5.0,16830.0,9493.0,5807.0,544.0,8.0,979.0,1468.0,1234.0,234.0,1692.0,1114.0,578.0,4845.0,4190.0,575.0,7.0,73.0,-5.0,1582.0,1234.0,347.0,14399.0
2125,Rest of Noord-Holland,"Social benefits, total",1999,78.0,163.0,110.0,53.0,97.0,57.0,280.0,280.0,0.0,981.0,551.0,335.0,36.0,1.0,60.0,97.0,79.0,18.0,57.0,38.0,19.0,293.0,250.0,38.0,0.0,5.0,0.0,99.0,79.0,20.0,909.0,654.0,1364.0,923.0,440.0,812.0,478.0,2351.0,2351.0,-2.0,8230.0,4618.0,2807.0,299.0,5.0,501.0,810.0,660.0,150.0,475.0,316.0,159.0,2459.0,2093.0,323.0,4.0,39.0,-2.0,830.0,660.0,171.0,7627.0,1343.0,2800.0,1896.0,904.0,1667.0,981.0,4828.0,4828.0,-4.0,16900.0,9483.0,5763.0,613.0,11.0,1029.0,1662.0,1354.0,308.0,976.0,649.0,327.0,5049.0,4298.0,663.0,7.0,80.0,-4.0,1705.0,1354.0,350.0,15661.0
2126,Rest of Noord-Holland,"Social benefits, total",2000,91.0,110.0,56.0,54.0,131.0,69.0,263.0,263.0,0.0,924.0,516.0,295.0,45.0,0.0,67.0,96.0,76.0,20.0,37.0,16.0,21.0,295.0,254.0,36.0,0.0,5.0,0.0,95.0,76.0,18.0,856.0,827.0,992.0,505.0,487.0,1182.0,625.0,2376.0,2376.0,0.0,8356.0,4671.0,2672.0,405.0,3.0,605.0,868.0,691.0,177.0,331.0,144.0,187.0,2673.0,2298.0,329.0,4.0,42.0,0.0,856.0,691.0,166.0,7740.0,1736.0,2081.0,1060.0,1022.0,2482.0,1312.0,4987.0,4987.0,1.0,17541.0,9805.0,5608.0,850.0,7.0,1270.0,1822.0,1450.0,372.0,695.0,302.0,393.0,5611.0,4823.0,691.0,8.0,89.0,1.0,1797.0,1450.0,348.0,16247.0
2127,Rest of Noord-Holland,"Social benefits, total",2001,60.0,126.0,104.0,22.0,108.0,75.0,219.0,219.0,-1.0,1004.0,564.0,327.0,53.0,1.0,59.0,114.0,91.0,23.0,68.0,49.0,19.0,263.0,232.0,24.0,0.0,6.0,-1.0,118.0,91.0,27.0,889.0,503.0,1058.0,875.0,183.0,905.0,630.0,1836.0,1836.0,-6.0,8419.0,4728.0,2743.0,448.0,6.0,494.0,958.0,766.0,191.0,566.0,407.0,159.0,2202.0,1946.0,202.0,3.0,51.0,-6.0,991.0,766.0,225.0,7452.0,1025.0,2158.0,1785.0,373.0,1845.0,1284.0,3743.0,3743.0,-13.0,17167.0,9640.0,5593.0,913.0,12.0,1008.0,1953.0,1563.0,390.0,1155.0,830.0,325.0,4490.0,3967.0,412.0,7.0,104.0,-13.0,2022.0,1563.0,459.0,15196.0
2128,Rest of Noord-Holland,"Social benefits, single person",1995,18.0,12.0,10.0,2.0,17.0,5.0,42.0,42.0,0.0,287.0,157.0,94.0,2.0,2.0,31.0,30.0,26.0,3.0,22.0,16.0,7.0,71.0,67.0,3.0,0.0,0.0,0.0,31.0,26.0,5.0,234.0,734.0,488.0,423.0,65.0,703.0,219.0,1706.0,1706.0,1.0,11624.0,6352.0,3820.0,96.0,93.0,1263.0,1199.0,1064.0,134.0,909.0,636.0,273.0,2881.0,2729.0,140.0,-1.0,12.0,1.0,1272.0,1064.0,207.0,9468.0,734.0,488.0,423.0,65.0,703.0,219.0,1706.0,1706.0,1.0,11624.0,6352.0,3820.0,96.0,93.0,1263.0,1199.0,1064.0,134.0,909.0,636.0,273.0,2881.0,2729.0,140.0,-1.0,12.0,1.0,1272.0,1064.0,207.0,9468.0
2129,Rest of Noord-Holland,"Social benefits, single person",1996,20.0,23.0,20.0,3.0,16.0,8.0,52.0,52.0,0.0,295.0,181.0,95.0,5.0,3.0,10.0,29.0,26.0,3.0,21.0,14.0,8.0,81.0,75.0,6.0,0.0,0.0,0.0,31.0,26.0,5.0,242.0,845.0,967.0,846.0,121.0,667.0,344.0,2135.0,2135.0,3.0,12207.0,7496.0,3941.0,215.0,129.0,425.0,1200.0,1068.0,132.0,883.0,561.0,321.0,3355.0,3100.0,234.0,4.0,17.0,3.0,1292.0,1068.0,225.0,10012.0,845.0,967.0,846.0,121.0,667.0,344.0,2135.0,2135.0,3.0,12207.0,7496.0,3941.0,215.0,129.0,425.0,1200.0,1068.0,132.0,883.0,561.0,321.0,3355.0,3100.0,234.0,4.0,17.0,3.0,1292.0,1068.0,225.0,10012.0
2130,Rest of Noord-Holland,"Social benefits, single person",1997,16.0,20.0,18.0,2.0,23.0,8.0,51.0,51.0,0.0,325.0,205.0,106.0,6.0,2.0,6.0,33.0,29.0,4.0,21.0,13.0,8.0,88.0,82.0,6.0,0.0,0.0,0.0,35.0,29.0,6.0,265.0,652.0,806.0,708.0,97.0,913.0,314.0,2057.0,2057.0,-1.0,13149.0,8269.0,4289.0,258.0,90.0,244.0,1314.0,1166.0,148.0,845.0,533.0,312.0,3562.0,3310.0,234.0,3.0,14.0,-1.0,1425.0,1166.0,258.0,10689.0,652.0,806.0,708.0,97.0,913.0,314.0,2057.0,2057.0,-1.0,13149.0,8269.0,4289.0,258.0,90.0,244.0,1314.0,1166.0,148.0,845.0,533.0,312.0,3562.0,3310.0,234.0,3.0,14.0,-1.0,1425.0,1166.0,258.0,10689.0
2131,Rest of Noord-Holland,"Social benefits, single person",1998,18.0,13.0,2.0,10.0,16.0,8.0,39.0,39.0,0.0,289.0,141.0,129.0,9.0,0.0,10.0,34.0,30.0,4.0,23.0,16.0,8.0,81.0,74.0,7.0,0.0,0.0,0.0,36.0,30.0,6.0,222.0,751.0,516.0,101.0,415.0,669.0,314.0,1620.0,1620.0,0.0,11890.0,5794.0,5309.0,369.0,1.0,418.0,1406.0,1234.0,172.0,957.0,646.0,311.0,3335.0,3048.0,281.0,3.0,2.0,0.0,1480.0,1234.0,246.0,9144.0,751.0,516.0,101.0,415.0,669.0,314.0,1620.0,1620.0,0.0,11890.0,5794.0,5309.0,369.0,1.0,418.0,1406.0,1234.0,172.0,957.0,646.0,311.0,3335.0,3048.0,281.0,3.0,2.0,0.0,1480.0,1234.0,246.0,9144.0
2132,Rest of Noord-Holland,"Social benefits, single person",1999,18.0,23.0,11.0,12.0,21.0,9.0,53.0,53.0,0.0,287.0,152.0,119.0,8.0,0.0,8.0,38.0,33.0,5.0,8.0,3.0,5.0,85.0,78.0,7.0,0.0,0.0,0.0,38.0,33.0,4.0,248.0,722.0,933.0,443.0,490.0,872.0,354.0,2173.0,2173.0,0.0,11723.0,6201.0,4868.0,312.0,2.0,340.0,1568.0,1354.0,213.0,335.0,134.0,200.0,3454.0,3169.0,276.0,3.0,5.0,0.0,1535.0,1354.0,181.0,10140.0,722.0,933.0,443.0,490.0,872.0,354.0,2173.0,2173.0,0.0,11723.0,6201.0,4868.0,312.0,2.0,340.0,1568.0,1354.0,213.0,335.0,134.0,200.0,3454.0,3169.0,276.0,3.0,5.0,0.0,1535.0,1354.0,181.0,10140.0
2133,Rest of Noord-Holland,"Social benefits, single person",2000,16.0,12.0,0.0,12.0,51.0,11.0,68.0,68.0,0.0,255.0,138.0,99.0,8.0,0.0,10.0,36.0,31.0,6.0,6.0,1.0,6.0,80.0,74.0,6.0,0.0,0.0,0.0,35.0,31.0,4.0,238.0,766.0,574.0,0.0,574.0,2440.0,545.0,3235.0,3235.0,0.0,12112.0,6565.0,4686.0,397.0,0.0,463.0,1719.0,1450.0,269.0,301.0,35.0,265.0,3825.0,3539.0,278.0,4.0,5.0,0.0,1644.0,1450.0,194.0,11296.0,766.0,574.0,0.0,574.0,2440.0,545.0,3235.0,3235.0,0.0,12112.0,6565.0,4686.0,397.0,0.0,463.0,1719.0,1450.0,269.0,301.0,35.0,265.0,3825.0,3539.0,278.0,4.0,5.0,0.0,1644.0,1450.0,194.0,11296.0
2134,Rest of Noord-Holland,"Social benefits, single person",2001,21.0,15.0,13.0,2.0,13.0,16.0,34.0,34.0,0.0,320.0,167.0,125.0,16.0,0.0,12.0,42.0,40.0,3.0,19.0,13.0,6.0,76.0,69.0,6.0,0.0,1.0,0.0,47.0,40.0,8.0,253.0,844.0,604.0,507.0,97.0,513.0,620.0,1341.0,1341.0,0.0,12598.0,6568.0,4912.0,642.0,4.0,473.0,1670.0,1563.0,107.0,751.0,507.0,245.0,3000.0,2728.0,247.0,3.0,22.0,0.0,1868.0,1563.0,305.0,9990.0,844.0,604.0,507.0,97.0,513.0,620.0,1341.0,1341.0,0.0,12598.0,6568.0,4912.0,642.0,4.0,473.0,1670.0,1563.0,107.0,751.0,507.0,245.0,3000.0,2728.0,247.0,3.0,22.0,0.0,1868.0,1563.0,305.0,9990.0
2135,Rest of Noord-Holland,"Social benefits, multi pers without ch.",1995,47.0,85.0,73.0,12.0,56.0,32.0,156.0,156.0,0.0,597.0,483.0,62.0,16.0,7.0,29.0,31.0,26.0,5.0,58.0,44.0,14.0,186.0,164.0,17.0,0.0,4.0,0.0,34.0,26.0,7.0,507.0,857.0,1544.0,1327.0,217.0,1019.0,584.0,2836.0,2836.0,0.0,10835.0,8771.0,1118.0,288.0,133.0,526.0,567.0,477.0,90.0,1053.0,799.0,254.0,3376.0,2974.0,315.0,6.0,81.0,0.0,610.0,477.0,133.0,9200.0,1911.0,3444.0,2959.0,485.0,2272.0,1303.0,6324.0,6324.0,1.0,24162.0,19558.0,2494.0,642.0,296.0,1172.0,1265.0,1064.0,200.0,2347.0,1781.0,566.0,7528.0,6632.0,701.0,14.0,181.0,1.0,1360.0,1064.0,296.0,20515.0
2136,Rest of Noord-Holland,"Social benefits, multi pers without ch.",1996,47.0,121.0,102.0,19.0,67.0,33.0,202.0,202.0,0.0,646.0,513.0,51.0,24.0,7.0,50.0,30.0,26.0,4.0,60.0,45.0,16.0,208.0,173.0,29.0,1.0,6.0,0.0,34.0,26.0,8.0,577.0,872.0,2222.0,1867.0,355.0,1233.0,606.0,3722.0,3722.0,0.0,11879.0,9439.0,944.0,442.0,135.0,919.0,560.0,482.0,78.0,1110.0,819.0,291.0,3824.0,3179.0,527.0,11.0,108.0,0.0,623.0,482.0,141.0,10603.0,1934.0,4924.0,4138.0,786.0,2733.0,1342.0,8248.0,8248.0,1.0,26329.0,20921.0,2092.0,981.0,298.0,2037.0,1240.0,1068.0,173.0,2460.0,1816.0,644.0,8476.0,7045.0,1168.0,24.0,239.0,1.0,1381.0,1068.0,314.0,23500.0
2137,Rest of Noord-Holland,"Social benefits, multi pers without ch.",1997,51.0,117.0,100.0,17.0,83.0,32.0,219.0,219.0,0.0,628.0,502.0,50.0,22.0,5.0,49.0,31.0,26.0,4.0,50.0,36.0,14.0,196.0,165.0,25.0,1.0,6.0,0.0,34.0,26.0,7.0,598.0,1017.0,2354.0,2008.0,345.0,1674.0,644.0,4401.0,4401.0,2.0,12616.0,10086.0,1013.0,435.0,92.0,990.0,616.0,529.0,87.0,1003.0,731.0,272.0,3938.0,3312.0,503.0,11.0,113.0,2.0,675.0,529.0,146.0,12017.0,2241.0,5187.0,4426.0,761.0,3689.0,1419.0,9699.0,9699.0,5.0,27803.0,22227.0,2232.0,959.0,203.0,2182.0,1358.0,1166.0,191.0,2211.0,1611.0,600.0,8677.0,7298.0,1108.0,24.0,248.0,5.0,1487.0,1166.0,321.0,26484.0
2138,Rest of Noord-Holland,"Social benefits, multi pers without ch.",1998,40.0,95.0,65.0,30.0,67.0,30.0,172.0,172.0,0.0,534.0,388.0,71.0,24.0,0.0,51.0,32.0,27.0,5.0,56.0,35.0,21.0,163.0,135.0,24.0,0.0,3.0,0.0,33.0,27.0,6.0,486.0,862.0,2046.0,1400.0,646.0,1452.0,643.0,3717.0,3717.0,-1.0,11515.0,8374.0,1526.0,515.0,8.0,1093.0,696.0,583.0,113.0,1211.0,763.0,448.0,3507.0,2908.0,521.0,6.0,72.0,-1.0,718.0,583.0,135.0,10492.0,1825.0,4334.0,2966.0,1368.0,3075.0,1363.0,7872.0,7872.0,-2.0,24387.0,17734.0,3231.0,1090.0,17.0,2314.0,1475.0,1234.0,240.0,2564.0,1616.0,949.0,7428.0,6160.0,1103.0,13.0,153.0,-2.0,1520.0,1234.0,286.0,22220.0
2139,Rest of Noord-Holland,"Social benefits, multi pers without ch.",1999,42.0,101.0,75.0,26.0,62.0,34.0,170.0,170.0,0.0,472.0,339.0,59.0,25.0,0.0,50.0,31.0,25.0,6.0,42.0,31.0,10.0,149.0,121.0,24.0,0.0,3.0,0.0,31.0,25.0,6.0,452.0,1055.0,2524.0,1880.0,644.0,1556.0,861.0,4275.0,4275.0,2.0,11854.0,8507.0,1477.0,617.0,11.0,1242.0,777.0,630.0,147.0,1045.0,785.0,261.0,3728.0,3046.0,610.0,6.0,66.0,2.0,785.0,630.0,155.0,11347.0,2270.0,5428.0,4043.0,1385.0,3346.0,1851.0,9193.0,9193.0,4.0,25491.0,18294.0,3176.0,1327.0,23.0,2672.0,1671.0,1354.0,317.0,2248.0,1687.0,560.0,8018.0,6551.0,1312.0,12.0,143.0,4.0,1687.0,1354.0,333.0,24402.0
2140,Rest of Noord-Holland,"Social benefits, multi pers without ch.",2000,41.0,59.0,35.0,24.0,67.0,43.0,124.0,124.0,0.0,436.0,310.0,41.0,34.0,0.0,50.0,32.0,25.0,7.0,23.0,12.0,10.0,148.0,121.0,24.0,0.0,3.0,0.0,29.0,25.0,4.0,391.0,1105.0,1591.0,951.0,641.0,1803.0,1158.0,3341.0,3341.0,1.0,11761.0,8376.0,1112.0,928.0,6.0,1340.0,852.0,676.0,176.0,615.0,337.0,278.0,3984.0,3275.0,637.0,4.0,68.0,1.0,794.0,676.0,118.0,10561.0,2369.0,3413.0,2039.0,1374.0,3867.0,2484.0,7165.0,7165.0,2.0,25223.0,17963.0,2384.0,1989.0,13.0,2873.0,1826.0,1450.0,377.0,1318.0,722.0,596.0,8543.0,7023.0,1365.0,9.0,146.0,2.0,1703.0,1450.0,254.0,22650.0
